63,2,2022-06-16,82,3,32.0,37.0,10.0,2598,462
64,0,2022-06-16,166,8,86.0,65.0,7.0,4657,784
64,1,2022-06-16,86,4,43.0,36.0,3.0,2353,432
64,2,2022-06-16,77,4,41.0,29.0,3.0,2280,350
65,0,2022-06-16,53,6,32.0,15.0,0.0,2677,394
65,1,2022-06-16,21,3,8.0,10.0,0.0,1296,204
65,2,2022-06-16,31,3,23.0,5.0,0.0,1371,190
66,0,2022-06-16,146,6,39.0,73.0,28.0,3565,708
66,1,2022-06-16,75,4,23.0,33.0,15.0,1847,413
66,2,2022-06-16,68,2,16.0,40.0,10.0,1706,294
67,0,2022-06-16,148,11,74.0,55.0,8.0,11694,2258
67,1,2022-06-16,65,5,36.0,20.0,4.0,5910,1256
67,2,2022-06-16,82,6,38.0,35.0,3.0,5736,993
68,0,2022-06-16,147,9,73.0,59.0,6.0,10635,2035
68,1,2022-06-16,62,5,30.0,24.0,3.0,5236,1149
68,2,2022-06-16,85,4,43.0,35.0,3.0,5365,881
69,0,2022-06-16,276,19,161.0,75.0,20.0,23735,4178
69,1,2022-06-16,140,14,75.0,43.0,7.0,11570,2447
69,2,2022-06-16,134,5,85.0,31.0,13.0,11884,1687
70,0,2022-06-16,36,1,17.0,12.0,6.0,2152,373
70,1,2022-06-16,18,0,11.0,5.0,2.0,1053,212
70,2,2022-06-16,18,1,6.0,7.0,4.0,1094,160
71,0,2022-06-16,113,1,80.0,28.0,4.0,7677,1404
71,1,2022-06-16,55,1,45.0,7.0,2.0,3570,773
71,2,2022-06-16,56,0,34.0,20.0,2.0,4044,622
72,0,2022-06-16,48,0,39.0,8.0,1.0,5092,826
72,1,2022-06-16,21,0,17.0,3.0,1.0,2451,478
72,2,2022-06-16,27,0,22.0,5.0,0.0,2632,346
73,0,2022-06-16,58,1,32.0,13.0,12.0,5387,962
73,1,2022-06-16,25,1,9.0,6.0,9.0,2630,559
73,2,2022-06-16,33,0,23.0,7.0,3.0,2728,400
74,0,2022-06-16,95,2,48.0,40.0,5.0,8474,1413
74,1,2022-06-16,43,1,26.0,16.0,0.0,4337,830
74,2,2022-06-16,52,1,22.0,24.0,5.0,4070,570
75,0,2022-06-16,768,80,451.0,235.0,2.0,32415,5966
75,1,2022-06-16,361,44,227.0,89.0,1.0,16820,3676
75,2,2022-06-16,399,36,222.0,140.0,1.0,15318,2257
76,0,2022-06-16,370,18,222.0,110.0,20.0,13033,2168
76,1,2022-06-16,170,10,97.0,55.0,8.0,6189,1177
76,2,2022-06-16,192,6,125.0,52.0,9.0,6752,979
77,0,2022-06-16,232,31,81.0,117.0,3.0,14197,2731
77,1,2022-06-16,100,18,33.0,48.0,1.0,7035,1527
77,2,2022-06-16,132,13,48.0,69.0,2.0,7084,1186
78,0,2022-06-16,443,26,236.0,153.0,28.0,12854,2397
78,1,2022-06-16,220,15,119.0,72.0,14.0,6339,1402
78,2,2022-06-16,217,11,116.0,77.0,13.0,6451,990
79,0,2022-06-16,18,1,10.0,7.0,0.0,2615,409
79,1,2022-06-16,13,1,6.0,6.0,0.0,1229,229
79,2,2022-06-16,5,0,4.0,1.0,0.0,1364,177
80,0,2022-06-16,165,12,88.0,62.0,3.0,4643,1147
80,1,2022-06-16,67,6,35.0,26.0,0.0,2289,645
80,2,2022-06-16,97,6,53.0,36.0,2.0,2249,482
81,0,2022-06-16,52,2,23.0,26.0,1.0,2763,574
81,1,2022-06-16,26,2,12.0,12.0,0.0,1368,339
81,2,2022-06-16,26,0,11.0,14.0,1.0,1382,234
82,0,2022-06-16,28,1,8.0,19.0,0.0,1933,349
82,1,2022-06-16,14,0,4.0,10.0,0.0,1019,183
82,2,2022-06-16,14,1,4.0,9.0,0.0,889,158
83,0,2022-06-16,156,8,69.0,76.0,3.0,11775,2443
83,1,2022-06-16,78,5,32.0,40.0,1.0,5802,1415
83,2,2022-06-16,76,3,37.0,34.0,2.0,5855,1010
84,0,2022-06-16,88,1,53.0,33.0,1.0,7942,1387
84,1,2022-06-16,45,0,28.0,17.0,0.0,3879,789
84,2,2022-06-16,38,1,25.0,11.0,1.0,3986,578
85,0,2022-06-16,16,1,12.0,2.0,1.0,3208,490
85,1,2022-06-16,10,1,8.0,1.0,0.0,1608,301
85,2,2022-06-16,6,0,4.0,1.0,1.0,1504,170
86,0,2022-06-16,51,2,29.0,20.0,0.0,2927,431
86,1,2022-06-16,19,1,12.0,6.0,0.0,1475,250
